garden	basement	elevator	balcony	floor (storey)	nmbr of rooms	construction year	unemployment	Anteil Gruenenwaehler	price
TRUE	TRUE	TRUE	TRUE	2	4	1971	1	1	0
FALSE	TRUE	TRUE	FALSE	-1	4	2023	2	1	0
FALSE	FALSE	TRUE	TRUE	5	3	2022	1	3	1
FALSE	FALSE	FALSE	TRUE	3	4	2020	1	2	0
FALSE	FALSE	TRUE	TRUE	4	4	2022	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	3	2021	3	1	1
FALSE	TRUE	TRUE	TRUE	-1	3	2021	3	1	1
FALSE	TRUE	FALSE	TRUE	-1	11	1956	3	2	0
TRUE	TRUE	TRUE	TRUE	-1	4	2017	2	1	1
FALSE	TRUE	TRUE	TRUE	2	3	2022	1	1	1
FALSE	FALSE	TRUE	TRUE	11	2	2022	1	3	1
FALSE	TRUE	TRUE	TRUE	2	4	2008	2	3	1
FALSE	FALSE	FALSE	FALSE	2	5	2022	1	2	1
FALSE	TRUE	FALSE	TRUE	-1	5	1917	1	3	1
FALSE	TRUE	FALSE	TRUE	3	3	2021	2	3	1
FALSE	FALSE	FALSE	TRUE	-1	4	2022	1	3	1
FALSE	FALSE	TRUE	FALSE	1	4	2022	1	3	1
TRUE	FALSE	FALSE	TRUE	1	3	1973	1	1	1
TRUE	TRUE	TRUE	FALSE	-1	3	1982	1	3	1
TRUE	TRUE	FALSE	FALSE	-1	4	2022	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	4	2022	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	3	2014	1	2	1
FALSE	TRUE	FALSE	TRUE	1	6	1957	2	3	0
FALSE	FALSE	TRUE	TRUE	5	3	2022	1	3	1
FALSE	TRUE	TRUE	FALSE	3	4	2021	1	3	1
TRUE	FALSE	FALSE	FALSE	-1	3	1910	1	2	0
FALSE	TRUE	TRUE	TRUE	-1	4	2021	2	1	1
TRUE	TRUE	TRUE	FALSE	-1	4	2021	1	2	0
FALSE	FALSE	FALSE	TRUE	-1	4	2022	1	3	1
FALSE	FALSE	TRUE	TRUE	3	4	2022	1	3	1
FALSE	TRUE	TRUE	TRUE	4	2	2023	2	2	1
FALSE	TRUE	FALSE	TRUE	3	4	1904	3	3	1
TRUE	FALSE	FALSE	FALSE	-1	4	1983	1	2	1
TRUE	TRUE	FALSE	FALSE	-1	4	1983	1	2	1
FALSE	FALSE	TRUE	TRUE	1	4	2022	2	3	1
TRUE	FALSE	TRUE	FALSE	-1	4	2022	2	3	1
FALSE	FALSE	FALSE	TRUE	1	5	1877	1	3	1
FALSE	FALSE	TRUE	TRUE	4	4	2022	1	3	1
TRUE	TRUE	TRUE	FALSE	-1	3	2021	1	1	1
FALSE	TRUE	TRUE	FALSE	2	4	2021	1	1	1
FALSE	FALSE	TRUE	TRUE	2	4	2022	1	3	1
FALSE	FALSE	FALSE	FALSE	-1	4	1978	1	2	1
FALSE	FALSE	FALSE	TRUE	2	2	1903	1	2	1
FALSE	TRUE	FALSE	TRUE	2	4.5	1911	1	3	1
FALSE	TRUE	FALSE	TRUE	2	3	2012	1	3	1
FALSE	TRUE	TRUE	FALSE	1	3.5	2013	2	2	1
FALSE	FALSE	FALSE	FALSE	5	2.5	1908	1	2	1
FALSE	FALSE	TRUE	TRUE	5	4	2022	1	3	1
FALSE	TRUE	FALSE	FALSE	1	3	2011	2	3	1
FALSE	TRUE	FALSE	FALSE	1	3	2011	2	3	1
FALSE	FALSE	TRUE	TRUE	8	4	2022	1	3	1
FALSE	TRUE	FALSE	FALSE	2	5	2021	2	1	0
FALSE	TRUE	TRUE	FALSE	-1	3	2010	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	5	2021	1	1	1
TRUE	TRUE	FALSE	TRUE	-1	5	1900	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	2	1980	1	2	1
TRUE	FALSE	TRUE	TRUE	-1	3	1998	1	2	1
TRUE	TRUE	TRUE	FALSE	4	4	2017	3	3	1
TRUE	TRUE	TRUE	TRUE	-1	4	2022	1	1	1
FALSE	FALSE	FALSE	FALSE	-1	4	2023	1	2	1
FALSE	FALSE	TRUE	TRUE	2	4	2017	1	2	1
FALSE	FALSE	FALSE	TRUE	2	4	1800	1	2	1
FALSE	FALSE	TRUE	FALSE	2	4	2022	2	3	1
FALSE	TRUE	TRUE	TRUE	2	5	1908	1	3	1
FALSE	FALSE	FALSE	FALSE	-1	5	1877	1	3	1
FALSE	TRUE	FALSE	FALSE	2	3	2000	1	1	1
FALSE	FALSE	TRUE	TRUE	11	3	2022	1	3	1
FALSE	FALSE	FALSE	FALSE	1	3	2023	2	2	1
FALSE	FALSE	FALSE	FALSE	1	3	2010	2	2	1
FALSE	TRUE	TRUE	TRUE	2	4	2022	1	1	1
FALSE	TRUE	TRUE	TRUE	4	3.5	2012	1	3	1
TRUE	FALSE	TRUE	TRUE	2	5	2001	1	3	1
TRUE	TRUE	TRUE	TRUE	-1	4	2021	2	3	1
FALSE	TRUE	TRUE	TRUE	-1	4	1910	2	3	1
FALSE	TRUE	TRUE	TRUE	-1	3	2021	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	3	2021	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	4.5	1908	1	2	1
FALSE	TRUE	FALSE	TRUE	5	4	1927	1	3	1
FALSE	FALSE	FALSE	TRUE	1	5	1974	1	2	1
FALSE	TRUE	TRUE	TRUE	4	6	1923	1	3	1
FALSE	TRUE	TRUE	TRUE	3	3	2005	2	2	1
FALSE	TRUE	TRUE	TRUE	3	3	2013	2	2	1
FALSE	FALSE	TRUE	FALSE	-1	4	2010	1	3	1
FALSE	FALSE	TRUE	TRUE	11	4	2022	1	3	1
FALSE	FALSE	FALSE	FALSE	6	3	2023	2	2	1
TRUE	FALSE	FALSE	FALSE	-1	2	1900	2	3	1
TRUE	FALSE	TRUE	TRUE	-1	4.5	2011	1	3	1
TRUE	FALSE	TRUE	TRUE	-1	3	2021	1	2	1
TRUE	FALSE	FALSE	TRUE	3	6	1877	1	3	1
FALSE	TRUE	TRUE	FALSE	6	3	2021	2	3	1
FALSE	TRUE	TRUE	FALSE	-1	2	2016	1	2	1
FALSE	TRUE	TRUE	FALSE	5	4	2021	1	3	1
TRUE	TRUE	TRUE	FALSE	-1	2	2019	1	3	1
TRUE	FALSE	TRUE	TRUE	1	4	2022	1	2	1
TRUE	FALSE	TRUE	FALSE	-1	4	2023	2	2	1
FALSE	FALSE	FALSE	FALSE	-1	7	1910	1	3	0
FALSE	TRUE	FALSE	TRUE	1	5	2009	1	3	1
FALSE	TRUE	FALSE	FALSE	2	4	2007	2	2	1
FALSE	TRUE	FALSE	FALSE	2	4	2007	2	2	1
FALSE	TRUE	TRUE	TRUE	1	5.5	1908	1	2	1
TRUE	FALSE	FALSE	TRUE	-1	3	2023	1	2	1
TRUE	TRUE	TRUE	FALSE	-1	3	2021	1	3	1
TRUE	TRUE	TRUE	FALSE	-1	3	2021	1	3	1
TRUE	TRUE	TRUE	FALSE	-1	5	2021	3	1	1
TRUE	TRUE	TRUE	FALSE	-1	5	2021	3	1	1
FALSE	FALSE	TRUE	TRUE	4	3	2023	2	2	1
FALSE	FALSE	FALSE	TRUE	-1	4	1900	1	2	1
FALSE	TRUE	FALSE	FALSE	6	6	1973	1	3	1
FALSE	TRUE	TRUE	TRUE	5	2.5	2012	1	3	1
FALSE	TRUE	FALSE	FALSE	-1	4	2004	1	2	1
TRUE	TRUE	TRUE	TRUE	-1	3	1952	1	3	1
TRUE	FALSE	FALSE	FALSE	-1	5	2003	2	3	1
TRUE	FALSE	FALSE	TRUE	1	4	2023	1	2	1
TRUE	TRUE	TRUE	TRUE	-1	6.5	1900	1	3	1
FALSE	TRUE	TRUE	FALSE	-1	4	2004	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	5	2021	3	1	1
FALSE	TRUE	TRUE	TRUE	-1	5	2021	3	1	1
TRUE	FALSE	TRUE	FALSE	-1	5	2021	1	3	1
TRUE	FALSE	FALSE	TRUE	1	4	2023	1	2	1
TRUE	TRUE	TRUE	TRUE	1	4	2011	1	2	1
FALSE	TRUE	TRUE	TRUE	-1	2	2010	2	2	1
TRUE	FALSE	FALSE	TRUE	-1	4	2023	1	2	1
FALSE	TRUE	TRUE	TRUE	4	4	2007	3	3	1
FALSE	TRUE	TRUE	TRUE	2	7.5	1900	1	3	1
FALSE	TRUE	TRUE	TRUE	3	7.5	1900	1	3	1
TRUE	TRUE	TRUE	FALSE	1	3	2006	3	3	1
TRUE	TRUE	TRUE	FALSE	-1	6.5	2019	1	1	1
FALSE	TRUE	TRUE	FALSE	-1	7	2019	1	1	1
TRUE	TRUE	FALSE	FALSE	4	4	1907	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	5	2021	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	5	2021	1	3	1
FALSE	TRUE	TRUE	TRUE	3	4	2022	1	3	1
FALSE	TRUE	TRUE	TRUE	3	4	2022	1	3	1
FALSE	TRUE	TRUE	TRUE	6	3	2017	1	2	1
FALSE	FALSE	TRUE	TRUE	-1	4	2020	2	2	1
TRUE	TRUE	FALSE	FALSE	-1	5	1920	1	2	1
FALSE	FALSE	TRUE	TRUE	-1	6	2022	1	3	1
FALSE	TRUE	TRUE	TRUE	1	6	2022	1	3	1
FALSE	FALSE	FALSE	FALSE	3	2	2005	2	2	1
FALSE	FALSE	TRUE	TRUE	4	4	2022	1	3	1
FALSE	TRUE	TRUE	FALSE	3	4	2021	1	3	1
FALSE	TRUE	TRUE	TRUE	3	4	2022	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	5	2021	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	5	2021	1	3	1
FALSE	TRUE	TRUE	TRUE	3	4	2022	1	3	1
FALSE	FALSE	FALSE	TRUE	3	3	1999	1	2	1
FALSE	TRUE	TRUE	TRUE	3	3	2021	1	3	1
FALSE	FALSE	FALSE	TRUE	-1	7.5	1900	1	2	1
TRUE	TRUE	FALSE	TRUE	-1	5	2012	1	2	1
FALSE	TRUE	TRUE	TRUE	-1	4	2017	1	2	1
TRUE	TRUE	TRUE	TRUE	-1	6	2021	1	1	1
TRUE	FALSE	TRUE	TRUE	-1	4	2015	1	3	1
TRUE	TRUE	TRUE	TRUE	-1	6	2021	1	3	1
TRUE	TRUE	TRUE	TRUE	-1	6	2021	1	3	1
FALSE	FALSE	TRUE	FALSE	2	4	1900	1	2	1
FALSE	FALSE	FALSE	TRUE	2	6	1920	2	3	1
TRUE	FALSE	FALSE	TRUE	-1	11.5	1898	2	3	1
FALSE	TRUE	TRUE	TRUE	2	8	1920	2	3	1
TRUE	TRUE	TRUE	TRUE	4	7	2006	3	3	1
FALSE	FALSE	TRUE	FALSE	3	4	2015	1	3	1
FALSE	FALSE	FALSE	TRUE	-1	7	2021	2	2	1
TRUE	FALSE	TRUE	TRUE	-1	10	1900	1	3	1
TRUE	TRUE	TRUE	TRUE	3	3	2016	1	2	1
FALSE	TRUE	TRUE	TRUE	3	3	2018	1	2	1
FALSE	TRUE	TRUE	TRUE	2	5	1900	1	2	1
FALSE	FALSE	FALSE	FALSE	-1	15	1915	1	2	1
FALSE	FALSE	FALSE	FALSE	2	3	1910	2	1	0
FALSE	TRUE	FALSE	TRUE	1	4	1900	1	3	0
FALSE	TRUE	FALSE	TRUE	2	2	1971	3	2	0
FALSE	FALSE	FALSE	FALSE	4	2	1910	2	1	0
FALSE	FALSE	FALSE	FALSE	3	3	1910	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	3.5	1973	1	1	0
FALSE	TRUE	FALSE	TRUE	1	4	1962	2	1	0
FALSE	TRUE	FALSE	TRUE	1	3	1971	3	3	0
FALSE	TRUE	TRUE	TRUE	-1	3.5	1998	2	1	1
TRUE	TRUE	FALSE	TRUE	2	3.5	1911	2	3	1
TRUE	TRUE	FALSE	TRUE	-1	3	1901	2	1	0
FALSE	TRUE	FALSE	FALSE	-1	2	1998	2	1	0
FALSE	TRUE	FALSE	FALSE	-1	2	1998	2	1	0
FALSE	TRUE	FALSE	FALSE	-1	2	1913	1	3	0
FALSE	TRUE	FALSE	FALSE	-1	2	1998	2	1	0
FALSE	FALSE	FALSE	FALSE	4	2	1910	2	1	0
FALSE	TRUE	FALSE	FALSE	2	1	1961	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	1	1965	2	1	0
FALSE	FALSE	FALSE	FALSE	-1	2	1933	1	1	0
FALSE	TRUE	FALSE	FALSE	-1	1	1958	1	1	0
TRUE	TRUE	FALSE	FALSE	3	2	1984	1	2	0
FALSE	TRUE	TRUE	TRUE	-1	1.5	1993	2	3	0
FALSE	TRUE	FALSE	TRUE	1	1	1989	1	2	0
FALSE	FALSE	FALSE	FALSE	-1	2	1953	1	3	0
FALSE	FALSE	FALSE	FALSE	-1	2	1901	3	2	0
FALSE	FALSE	FALSE	FALSE	1	3	1938	3	2	0
FALSE	TRUE	FALSE	FALSE	4	2	1910	3	2	0
FALSE	TRUE	TRUE	TRUE	2	2	1973	1	2	0
FALSE	FALSE	FALSE	TRUE	1	1	1971	1	3	0
FALSE	TRUE	TRUE	TRUE	1	2	1962	3	1	0
FALSE	TRUE	FALSE	TRUE	1	2	1900	3	3	0
FALSE	FALSE	FALSE	FALSE	-1	2	1913	1	3	0
FALSE	TRUE	FALSE	FALSE	1	2	1953	1	3	0
FALSE	TRUE	FALSE	TRUE	-1	3	1961	1	1	0
FALSE	TRUE	FALSE	TRUE	2	2.5	1958	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1956	1	1	0
FALSE	TRUE	FALSE	FALSE	2	2	1920	2	1	0
FALSE	TRUE	FALSE	TRUE	1	2	1973	2	1	0
FALSE	FALSE	FALSE	FALSE	-1	2	1993	2	3	0
FALSE	TRUE	FALSE	FALSE	-1	2	1914	3	2	0
FALSE	TRUE	FALSE	FALSE	-1	3	1917	3	3	0
FALSE	FALSE	FALSE	FALSE	1	3	1910	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	1.5	1984	1	2	0
TRUE	TRUE	FALSE	FALSE	2	2.5	1965	1	2	0
FALSE	TRUE	TRUE	TRUE	5	2	1978	2	3	0
FALSE	TRUE	TRUE	TRUE	2	2	1969	3	3	0
FALSE	TRUE	FALSE	TRUE	2	2	1962	2	3	0
FALSE	FALSE	FALSE	FALSE	-1	2	1998	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	2.5	1953	1	1	0
TRUE	FALSE	FALSE	FALSE	-1	2	1997	2	1	0
FALSE	TRUE	FALSE	FALSE	-1	3	1955	2	1	0
FALSE	TRUE	TRUE	TRUE	1	2	1968	1	1	0
FALSE	TRUE	FALSE	FALSE	-1	2	1992	1	3	0
FALSE	FALSE	TRUE	TRUE	1	2	2004	2	1	0
FALSE	TRUE	FALSE	TRUE	3	3	1960	3	2	0
TRUE	TRUE	FALSE	FALSE	-1	2	1992	2	1	0
FALSE	TRUE	TRUE	TRUE	3	2	1975	2	1	0
FALSE	TRUE	TRUE	TRUE	1	2	1974	1	1	0
FALSE	TRUE	TRUE	TRUE	1	3	1965	3	1	0
FALSE	TRUE	FALSE	FALSE	-1	4	1960	3	2	0
FALSE	FALSE	FALSE	FALSE	-1	4	1960	3	2	0
FALSE	TRUE	FALSE	FALSE	2	2.5	1954	1	3	0
FALSE	TRUE	FALSE	TRUE	-1	2	1962	1	1	0
FALSE	TRUE	FALSE	TRUE	1	3.5	1970	2	1	0
FALSE	TRUE	TRUE	FALSE	2	2	1968	3	3	0
FALSE	TRUE	FALSE	FALSE	-1	2	1910	2	3	0
FALSE	TRUE	FALSE	FALSE	2	3	1950	3	1	0
FALSE	TRUE	TRUE	TRUE	8	2.5	1961	1	1	0
FALSE	FALSE	TRUE	TRUE	12	2.5	1973	1	2	0
TRUE	TRUE	FALSE	TRUE	-1	3	1956	1	1	0
FALSE	TRUE	FALSE	TRUE	1	3	1970	2	1	0
TRUE	TRUE	FALSE	TRUE	-1	3	1983	3	1	0
FALSE	FALSE	FALSE	FALSE	-1	4	1887	2	1	0
FALSE	TRUE	FALSE	TRUE	2	2	1960	1	3	0
FALSE	TRUE	FALSE	FALSE	-1	3	1956	1	1	0
TRUE	TRUE	FALSE	TRUE	2	3	1970	1	2	0
FALSE	TRUE	FALSE	FALSE	4	2	1930	1	3	0
FALSE	FALSE	TRUE	FALSE	1	2	1985	1	2	0
TRUE	FALSE	FALSE	TRUE	-1	3	1970	1	2	0
TRUE	TRUE	FALSE	FALSE	-1	3	1938	2	3	0
FALSE	TRUE	FALSE	FALSE	2	3	1930	2	1	0
TRUE	TRUE	FALSE	TRUE	3	3	1973	1	1	0
FALSE	FALSE	FALSE	TRUE	-1	4	1964	3	2	0
FALSE	TRUE	FALSE	FALSE	-1	4	1936	3	2	0
FALSE	TRUE	FALSE	FALSE	-1	4	1936	3	2	0
FALSE	FALSE	FALSE	TRUE	2	3	1992	1	1	0
TRUE	FALSE	FALSE	TRUE	-1	4	1953	1	1	0
TRUE	FALSE	FALSE	FALSE	-1	3	1966	1	1	0
FALSE	TRUE	FALSE	FALSE	3	3.5	1907	2	1	0
FALSE	FALSE	FALSE	FALSE	-1	2	1913	1	3	0
FALSE	TRUE	FALSE	TRUE	3	3	1959	2	3	0
TRUE	FALSE	FALSE	FALSE	-1	4	1956	1	1	0
FALSE	TRUE	TRUE	TRUE	9	3	1970	1	1	0
FALSE	TRUE	FALSE	FALSE	-1	4	1887	2	1	0
FALSE	TRUE	FALSE	TRUE	2	3	1951	1	1	0
TRUE	FALSE	TRUE	TRUE	2	2	2008	1	1	0
TRUE	FALSE	TRUE	TRUE	2	2	2008	1	1	0
FALSE	TRUE	FALSE	FALSE	-1	3.5	1981	1	1	0
FALSE	FALSE	FALSE	FALSE	-1	3.5	1981	1	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1996	1	2	0
FALSE	FALSE	FALSE	TRUE	1	3	1962	3	2	0
FALSE	TRUE	FALSE	TRUE	1	3	1990	2	1	0
FALSE	TRUE	FALSE	FALSE	2	4.5	1898	3	1	0
FALSE	TRUE	TRUE	TRUE	5	3.5	1968	1	1	0
FALSE	TRUE	FALSE	TRUE	3	4	1969	3	1	0
FALSE	TRUE	FALSE	TRUE	1	2	1955	1	3	1
FALSE	TRUE	TRUE	FALSE	8	2	1969	1	1	0
FALSE	TRUE	FALSE	FALSE	-1	4	1910	3	1	0
FALSE	FALSE	FALSE	TRUE	-1	2.5	2012	3	2	0
FALSE	TRUE	TRUE	TRUE	1	2	2020	1	1	1
FALSE	TRUE	TRUE	FALSE	-1	3	1956	1	3	0
FALSE	TRUE	FALSE	TRUE	3	3	1960	2	3	0
TRUE	TRUE	FALSE	FALSE	-1	2.5	1993	1	1	1
TRUE	TRUE	TRUE	FALSE	-1	2	2024	2	3	0
FALSE	TRUE	TRUE	FALSE	1	4	1972	1	2	0
FALSE	TRUE	FALSE	TRUE	2	3	1995	1	2	0
FALSE	TRUE	TRUE	TRUE	1	2.5	1977	1	3	0
TRUE	TRUE	FALSE	TRUE	-1	3	1966	2	2	0
FALSE	TRUE	FALSE	TRUE	2	3.5	1981	1	1	0
FALSE	TRUE	FALSE	TRUE	2	3.5	1986	2	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1940	2	3	0
FALSE	TRUE	FALSE	FALSE	1	4	1911	2	3	0
FALSE	TRUE	FALSE	TRUE	-1	4.5	1970	3	1	0
TRUE	TRUE	FALSE	FALSE	-1	4	1935	2	1	0
TRUE	FALSE	FALSE	TRUE	-1	4.5	1972	1	2	0
FALSE	FALSE	FALSE	FALSE	-1	3	1927	1	2	0
FALSE	FALSE	FALSE	TRUE	-1	3	1972	1	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1955	1	3	1
FALSE	FALSE	FALSE	TRUE	-1	3	2000	1	3	0
TRUE	TRUE	FALSE	TRUE	3	4	1964	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	2	2019	1	2	1
FALSE	TRUE	TRUE	TRUE	1	4.5	1978	1	1	0
FALSE	TRUE	TRUE	TRUE	4	4.5	1994	1	2	0
TRUE	TRUE	FALSE	FALSE	1	4	1935	2	1	0
FALSE	TRUE	FALSE	FALSE	-1	4	1912	1	1	0
FALSE	FALSE	FALSE	TRUE	2	3	1919	2	3	0
FALSE	TRUE	TRUE	TRUE	-1	2	1998	1	3	0
FALSE	TRUE	FALSE	FALSE	3	3	1970	1	1	0
FALSE	TRUE	TRUE	TRUE	1	4.5	1974	2	1	0
TRUE	TRUE	FALSE	FALSE	2	4	1935	2	1	0
TRUE	TRUE	FALSE	FALSE	-1	3.5	1973	3	1	0
TRUE	FALSE	FALSE	TRUE	2	4	1953	1	1	0
FALSE	TRUE	FALSE	FALSE	5	2.5	1908	1	3	1
FALSE	FALSE	TRUE	TRUE	1	3	2023	1	2	0
FALSE	TRUE	FALSE	FALSE	2	5	1874	1	3	0
FALSE	TRUE	FALSE	FALSE	-1	3	1995	2	1	1
FALSE	TRUE	TRUE	TRUE	3	3	2022	1	1	1
TRUE	TRUE	FALSE	FALSE	3	3	1901	2	3	0
FALSE	TRUE	FALSE	FALSE	-1	3.5	1912	2	3	0
FALSE	FALSE	TRUE	TRUE	1	3	2023	1	2	0
FALSE	FALSE	TRUE	TRUE	-1	3	1955	1	3	1
FALSE	FALSE	TRUE	TRUE	-1	2.5	2022	1	2	1
FALSE	FALSE	TRUE	TRUE	2	3	2023	1	2	1
FALSE	FALSE	TRUE	TRUE	2	3	2023	1	2	1
FALSE	FALSE	FALSE	FALSE	1	5	1900	2	1	0
FALSE	TRUE	TRUE	TRUE	2	3	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	2	3	2020	2	1	1
TRUE	TRUE	FALSE	TRUE	2	2	1954	1	1	1
FALSE	TRUE	TRUE	TRUE	3	2	2024	2	3	1
FALSE	FALSE	TRUE	TRUE	1	3	2023	1	2	0
FALSE	FALSE	TRUE	TRUE	3	3	2023	1	2	1
FALSE	TRUE	FALSE	FALSE	4	6	1914	2	1	0
FALSE	FALSE	TRUE	TRUE	3	3	2023	1	2	1
TRUE	FALSE	FALSE	FALSE	-1	2.5	2015	1	3	1
TRUE	FALSE	FALSE	FALSE	-1	3.5	1952	3	3	0
FALSE	FALSE	TRUE	FALSE	-1	3	2022	3	1	1
TRUE	TRUE	TRUE	TRUE	-1	4	2016	2	1	0
FALSE	FALSE	TRUE	TRUE	1	3	2022	3	1	1
FALSE	TRUE	TRUE	TRUE	1	3	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	1	3	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	1	3	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	1	3	2020	2	1	1
FALSE	FALSE	TRUE	FALSE	-1	3	2023	1	2	1
FALSE	TRUE	FALSE	FALSE	-1	4	2010	1	3	0
TRUE	TRUE	TRUE	TRUE	4	4	2017	2	1	0
TRUE	TRUE	TRUE	TRUE	-1	4	2016	2	1	1
FALSE	TRUE	FALSE	FALSE	2	4	1912	2	3	1
FALSE	TRUE	TRUE	TRUE	2	3	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	2	3	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	2	3	2020	2	1	1
FALSE	TRUE	FALSE	TRUE	3	3	1910	1	3	1
TRUE	FALSE	TRUE	TRUE	2	4.5	1985	1	1	0
FALSE	FALSE	TRUE	TRUE	1	3	2023	1	3	1
FALSE	FALSE	TRUE	TRUE	2	4	2023	1	2	1
FALSE	FALSE	FALSE	FALSE	3	6	1905	3	1	0
FALSE	TRUE	TRUE	TRUE	1	3	2022	1	1	1
TRUE	TRUE	TRUE	TRUE	-1	3	2022	1	1	1
FALSE	TRUE	FALSE	TRUE	-1	4.5	1929	1	2	0
FALSE	FALSE	FALSE	FALSE	-1	3.5	1988	1	2	0
FALSE	FALSE	FALSE	TRUE	-1	3	2023	1	2	1
FALSE	FALSE	TRUE	TRUE	2	3	2023	1	3	1
FALSE	FALSE	TRUE	FALSE	1	3	2021	2	3	1
FALSE	FALSE	TRUE	TRUE	-1	3.5	2022	1	2	1
FALSE	TRUE	TRUE	TRUE	1	4	2010	2	2	1
FALSE	FALSE	TRUE	TRUE	3	3.5	1979	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	4.5	2003	3	1	0
TRUE	TRUE	TRUE	FALSE	-1	4.5	2018	1	1	1
FALSE	FALSE	TRUE	TRUE	-1	4	2022	1	2	1
FALSE	FALSE	FALSE	TRUE	3	5	1910	2	1	0
TRUE	FALSE	TRUE	FALSE	-1	3.5	2023	1	3	1
FALSE	TRUE	TRUE	TRUE	2	4	2023	1	2	1
TRUE	TRUE	FALSE	FALSE	-1	4	1982	3	3	1
TRUE	FALSE	TRUE	FALSE	1	4	2023	1	3	1
FALSE	TRUE	FALSE	FALSE	-1	3	1997	3	1	0
FALSE	TRUE	FALSE	TRUE	-1	3	1997	3	1	0
FALSE	FALSE	FALSE	TRUE	-1	4	2023	1	2	1
FALSE	TRUE	FALSE	TRUE	-1	5	1967	1	2	1
FALSE	FALSE	TRUE	TRUE	4	2	2023	1	3	1
FALSE	FALSE	FALSE	TRUE	-1	4	2023	1	2	1
FALSE	TRUE	TRUE	FALSE	5	3	1889	1	3	1
FALSE	TRUE	FALSE	TRUE	2	4	1913	1	1	1
TRUE	FALSE	FALSE	FALSE	-1	3	2023	1	2	1
FALSE	FALSE	TRUE	FALSE	1	3	1978	1	2	1
TRUE	FALSE	FALSE	FALSE	-1	4	1953	2	1	1
FALSE	FALSE	TRUE	TRUE	3	3	2023	1	3	1
FALSE	TRUE	FALSE	TRUE	-1	8	1884	1	3	0
TRUE	FALSE	TRUE	FALSE	-1	3.5	2020	1	1	1
FALSE	TRUE	FALSE	TRUE	3	6	1920	2	3	0
FALSE	FALSE	TRUE	TRUE	-1	4	2016	3	2	1
FALSE	TRUE	TRUE	FALSE	-1	4.5	2013	1	3	1
FALSE	TRUE	TRUE	FALSE	-1	4.5	2013	1	3	1
TRUE	TRUE	TRUE	FALSE	-1	4	2024	2	3	1
FALSE	TRUE	TRUE	FALSE	3	3.5	1987	1	1	0
FALSE	TRUE	TRUE	FALSE	3	3.5	1987	1	1	0
FALSE	FALSE	TRUE	TRUE	5	2	2023	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	4	2024	2	3	1
FALSE	FALSE	FALSE	TRUE	5	5	1912	2	3	0
FALSE	TRUE	TRUE	TRUE	-1	5	1973	3	1	0
TRUE	TRUE	TRUE	FALSE	-1	4.5	2004	2	2	1
FALSE	TRUE	FALSE	FALSE	6	7	1910	1	3	1
FALSE	FALSE	TRUE	TRUE	-1	4.5	2022	1	2	1
FALSE	TRUE	TRUE	TRUE	2	4.5	2012	3	2	0
FALSE	FALSE	FALSE	FALSE	-1	4	2023	1	2	1
FALSE	FALSE	TRUE	TRUE	-1	4.5	2022	1	2	1
TRUE	FALSE	TRUE	FALSE	-1	3.5	1911	2	3	1
TRUE	FALSE	TRUE	FALSE	-1	4.5	2020	1	1	1
FALSE	FALSE	FALSE	FALSE	-1	7	1904	1	2	0
FALSE	FALSE	TRUE	TRUE	4	4.5	2021	1	1	1
FALSE	TRUE	TRUE	TRUE	-1	4.5	2020	2	1	1
FALSE	TRUE	TRUE	TRUE	2	5	2024	2	3	1
FALSE	FALSE	TRUE	FALSE	4	4.5	2013	3	2	1
FALSE	TRUE	TRUE	TRUE	-1	5	2012	1	3	1
FALSE	TRUE	TRUE	TRUE	3	6	2023	1	3	1
FALSE	FALSE	TRUE	FALSE	4	7	2023	1	3	1
FALSE	TRUE	TRUE	TRUE	-1	4	1903	1	3	1
TRUE	TRUE	TRUE	TRUE	4	2	2008	3	3	1
